Order Line,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Product ID,Sales,Quantity,Discount,Profit
9301,US-2015-163433,4/18/2015,4/22/2015,Second Class,MP-17965,FUR-CH-10000225,56.69,1,0.30,-20.25
9302,US-2015-163433,4/18/2015,4/22/2015,Second Class,MP-17965,TEC-PH-10001870,97.97,2,0.20,6.12
9303,US-2015-163433,4/18/2015,4/22/2015,Second Class,MP-17965,OFF-AR-10003481,7.87,3,0.20,0.89
9304,US-2015-163433,4/18/2015,4/22/2015,Second Class,MP-17965,OFF-PA-10003936,15.55,3,0.20,5.44
9305,US-2015-163433,4/18/2015,4/22/2015,Second Class,MP-17965,OFF-BI-10000320,1.48,1,0.80,-2.29
9306,CA-2015-137603,9/19/2015,9/24/2015,Standard Class,MH-17290,OFF-AR-10001972,8.40,5,0.00,2.18
9307,CA-2014-128237,3/25/2014,3/30/2014,Standard Class,CA-12265,OFF-AR-10003829,6.56,2,0.00,1.90
9308,CA-2014-128237,3/25/2014,3/30/2014,Standard Class,CA-12265,OFF-AR-10003338,14.88,2,0.00,3.72
9309,CA-2014-128237,3/25/2014,3/30/2014,Standard Class,CA-12265,TEC-AC-10002558,45.48,4,0.00,15.92
9310,CA-2014-128237,3/25/2014,3/30/2014,Standard Class,CA-12265,OFF-AR-10000034,25.44,6,0.00,9.92
9311,US-2016-102141,8/26/2016,8/31/2016,Standard Class,KD-16615,OFF-BI-10001510,146.69,8,0.20,45.84
9312,CA-2017-148642,3/6/2017,3/12/2017,Standard Class,DW-13540,OFF-LA-10000134,4.93,2,0.20,1.72
9313,CA-2017-148642,3/6/2017,3/12/2017,Standard Class,DW-13540,OFF-AR-10000588,63.49,4,0.20,4.76
9314,CA-2015-111948,11/11/2015,11/11/2015,Same Day,AG-10495,OFF-ST-10003282,418.32,7,0.00,117.13
9315,CA-2015-111948,11/11/2015,11/11/2015,Same Day,AG-10495,OFF-AP-10002311,123.86,2,0.10,46.79
9316,CA-2016-161907,4/5/2016,4/9/2016,Standard Class,JH-16180,TEC-PH-10000141,118.78,3,0.40,-27.72
9317,CA-2016-161907,4/5/2016,4/9/2016,Standard Class,JH-16180,OFF-SU-10000646,769.18,4,0.20,-163.45
9318,CA-2017-124940,2/21/2017,2/26/2017,Standard Class,DK-13090,TEC-AC-10002076,47.90,1,0.20,-2.99
9319,US-2017-108343,7/20/2017,7/25/2017,Standard Class,AR-10825,OFF-PA-10000743,13.36,2,0.00,6.41
9320,US-2017-108343,7/20/2017,7/25/2017,Standard Class,AR-10825,FUR-CH-10002780,163.76,2,0.10,25.47
9321,US-2017-108343,7/20/2017,7/25/2017,Standard Class,AR-10825,FUR-FU-10000747,183.92,4,0.00,31.27
9322,US-2016-111563,11/4/2016,11/8/2016,Standard Class,SM-20005,FUR-FU-10002445,11.38,3,0.60,-5.69
9323,US-2016-111563,11/4/2016,11/8/2016,Standard Class,SM-20005,FUR-FU-10000723,66.11,4,0.60,-84.29
9324,CA-2017-121853,9/23/2017,9/29/2017,Standard Class,DB-13660,OFF-PA-10003641,211.04,8,0.00,97.08
9325,CA-2017-121853,9/23/2017,9/29/2017,Standard Class,DB-13660,FUR-CH-10003973,594.82,2,0.20,59.48
9326,CA-2017-121853,9/23/2017,9/29/2017,Standard Class,DB-13660,OFF-BI-10000977,72.96,3,0.20,23.71
9327,US-2017-130687,9/7/2017,9/10/2017,First Class,PF-19225,FUR-FU-10004053,80.96,4,0.00,34.81
9328,US-2017-130687,9/7/2017,9/10/2017,First Class,PF-19225,TEC-PH-10002033,455.71,2,0.20,34.18
9329,US-2017-130687,9/7/2017,9/10/2017,First Class,PF-19225,OFF-AR-10004260,25.98,1,0.00,7.27
9330,CA-2015-164497,11/28/2015,11/30/2015,First Class,AJ-10945,OFF-AP-10004655,45.28,4,0.00,15.40
9331,US-2015-153283,11/12/2015,11/18/2015,Standard Class,EB-14110,OFF-EN-10001539,15.56,2,0.00,7.31
9332,CA-2016-108056,9/29/2016,10/3/2016,Standard Class,ES-14080,TEC-PH-10001817,859.20,3,0.20,75.18
9333,CA-2017-127726,9/11/2017,9/13/2017,Second Class,SS-20410,OFF-AP-10002578,195.68,4,0.00,50.88
9334,CA-2017-127726,9/11/2017,9/13/2017,Second Class,SS-20410,OFF-FA-10000992,14.20,4,0.00,6.67
9335,CA-2017-110198,5/1/2017,5/2/2017,First Class,AG-10900,FUR-BO-10001798,314.35,3,0.20,-15.72
9336,CA-2017-110198,5/1/2017,5/2/2017,First Class,AG-10900,OFF-LA-10004409,4.61,2,0.20,1.50
9337,CA-2017-130715,9/16/2017,9/20/2017,Standard Class,CY-12745,OFF-FA-10000621,17.90,5,0.00,8.77
9338,CA-2014-155264,10/19/2014,10/22/2014,Second Class,RP-19270,OFF-BI-10003196,2.99,1,0.20,1.12
9339,CA-2014-155264,10/19/2014,10/22/2014,Second Class,RP-19270,OFF-BI-10003727,20.06,6,0.20,7.02
9340,CA-2014-155264,10/19/2014,10/22/2014,Second Class,RP-19270,OFF-PA-10003228,146.73,3,0.00,68.96
9341,CA-2014-155264,10/19/2014,10/22/2014,Second Class,RP-19270,OFF-LA-10002787,18.75,5,0.00,9.00
9342,CA-2014-155264,10/19/2014,10/22/2014,Second Class,RP-19270,TEC-PH-10001305,117.58,3,0.20,11.76
9343,CA-2016-119123,3/13/2016,3/18/2016,Standard Class,DB-13360,OFF-BI-10001036,51.18,7,0.20,19.19
9344,CA-2017-109085,2/17/2017,2/20/2017,First Class,CK-12325,FUR-TA-10001086,455.97,5,0.40,-106.39
9345,CA-2017-109085,2/17/2017,2/20/2017,First Class,CK-12325,OFF-BI-10001525,5.72,5,0.70,-4.76
9346,CA-2017-109085,2/17/2017,2/20/2017,First Class,CK-12325,TEC-PH-10000526,57.59,1,0.40,-11.52
9347,CA-2017-109085,2/17/2017,2/20/2017,First Class,CK-12325,FUR-FU-10004973,30.14,2,0.20,8.29
9348,CA-2017-109085,2/17/2017,2/20/2017,First Class,CK-12325,FUR-CH-10003981,899.43,5,0.30,-12.85
9349,CA-2016-114860,12/22/2016,12/28/2016,Standard Class,DN-13690,FUR-FU-10000277,842.72,8,0.00,202.25
9350,CA-2016-114860,12/22/2016,12/28/2016,Standard Class,DN-13690,FUR-FU-10001934,41.96,2,0.00,10.91
9351,CA-2016-159009,9/23/2016,9/27/2016,Standard Class,DP-13105,OFF-BI-10004970,13.22,4,0.20,4.46
9352,CA-2016-159009,9/23/2016,9/27/2016,Standard Class,DP-13105,FUR-CH-10003396,184.75,3,0.20,-20.78
9353,CA-2017-148411,9/24/2017,9/26/2017,First Class,RO-19780,FUR-CH-10003973,520.46,2,0.30,-14.87
9354,CA-2017-148411,9/24/2017,9/26/2017,First Class,RO-19780,OFF-PA-10002109,11.42,3,0.20,3.71
9355,CA-2015-110324,12/1/2015,12/5/2015,Standard Class,MA-17560,OFF-PA-10001826,19.44,3,0.00,9.33
9356,CA-2015-110324,12/1/2015,12/5/2015,Standard Class,MA-17560,OFF-AR-10000823,3.64,2,0.00,1.02
9357,CA-2015-110324,12/1/2015,12/5/2015,Standard Class,MA-17560,OFF-PA-10001776,18.54,2,0.00,8.71
9358,CA-2016-168046,1/25/2016,1/28/2016,Second Class,JD-15895,OFF-BI-10003676,43.12,5,0.20,15.09
9359,CA-2016-168046,1/25/2016,1/28/2016,Second Class,JD-15895,FUR-TA-10001095,313.72,3,0.40,-99.35
9360,CA-2016-168046,1/25/2016,1/28/2016,Second Class,JD-15895,FUR-FU-10000747,45.98,1,0.00,7.82
9361,CA-2016-168046,1/25/2016,1/28/2016,Second Class,JD-15895,OFF-ST-10004337,428.68,7,0.00,0.00
9362,CA-2017-111591,3/21/2017,3/25/2017,Standard Class,PS-18970,OFF-BI-10004410,30.58,6,0.20,10.32
9363,CA-2017-111591,3/21/2017,3/25/2017,Standard Class,PS-18970,OFF-FA-10004838,13.02,7,0.00,0.39
9364,CA-2017-111591,3/21/2017,3/25/2017,Standard Class,PS-18970,FUR-FU-10002364,22.14,3,0.00,6.42
9365,CA-2017-111591,3/21/2017,3/25/2017,Standard Class,PS-18970,OFF-ST-10001809,359.32,4,0.00,7.19
9366,US-2014-166828,8/22/2014,8/25/2014,First Class,JF-15415,OFF-PA-10001846,11.56,2,0.00,5.66
9367,CA-2014-108147,6/8/2014,6/13/2014,Standard Class,RD-19480,OFF-BI-10003876,68.48,2,0.20,25.68
9368,CA-2014-108147,6/8/2014,6/13/2014,Standard Class,RD-19480,OFF-ST-10003470,1676.88,6,0.00,83.84
9369,CA-2016-154998,4/7/2016,4/9/2016,First Class,ES-14080,OFF-PA-10004243,37.94,2,0.00,18.21
9370,CA-2017-113460,11/7/2017,11/9/2017,Second Class,KN-16390,FUR-CH-10000422,272.97,3,0.00,43.68
9371,CA-2015-111339,5/29/2015,5/31/2015,First Class,VP-21760,FUR-FU-10002506,41.57,4,0.20,-4.16
9372,CA-2015-111339,5/29/2015,5/31/2015,First Class,VP-21760,FUR-CH-10000863,317.06,3,0.30,-86.06
9373,CA-2015-111339,5/29/2015,5/31/2015,First Class,VP-21760,OFF-FA-10002988,8.04,5,0.20,2.91
9374,CA-2017-102820,5/7/2017,5/11/2017,Standard Class,CS-11950,TEC-PH-10003437,419.94,7,0.20,52.49
9375,CA-2016-149671,6/5/2016,6/9/2016,Standard Class,KB-16600,OFF-SU-10002537,61.38,6,0.00,15.96
9376,CA-2015-126347,12/14/2015,12/19/2015,Second Class,AJ-10945,TEC-AC-10003063,50.00,2,0.00,10.50
9377,CA-2017-108756,12/25/2017,12/29/2017,Standard Class,PO-18865,TEC-AC-10003237,31.80,3,0.00,13.67
9378,CA-2017-155362,12/17/2017,12/21/2017,Standard Class,DP-13105,OFF-ST-10001031,32.56,2,0.00,8.47
9379,CA-2016-117625,5/10/2016,5/15/2016,Standard Class,GM-14500,OFF-EN-10001535,7.07,2,0.20,2.39
9380,CA-2014-154158,12/23/2014,12/27/2014,Second Class,CC-12670,OFF-PA-10001295,45.53,3,0.20,15.93
9381,CA-2014-154158,12/23/2014,12/27/2014,Second Class,CC-12670,FUR-CH-10004698,64.78,1,0.20,6.48
9382,CA-2014-154158,12/23/2014,12/27/2014,Second Class,CC-12670,OFF-ST-10000078,424.27,2,0.20,-10.61
9383,CA-2014-154158,12/23/2014,12/27/2014,Second Class,CC-12670,OFF-AR-10001868,1.34,1,0.20,0.50
9384,CA-2014-154158,12/23/2014,12/27/2014,Second Class,CC-12670,OFF-ST-10004950,83.92,5,0.20,-1.05
9385,CA-2017-100433,8/11/2017,8/16/2017,Standard Class,SJ-20125,OFF-PA-10003441,25.92,4,0.00,12.44
9386,CA-2017-163097,8/27/2017,8/31/2017,Standard Class,SF-20200,FUR-FU-10004973,120.58,8,0.20,33.16
9387,US-2017-127292,1/19/2017,1/23/2017,Standard Class,RM-19375,OFF-PA-10000157,79.92,4,0.00,37.56
9388,US-2017-127292,1/19/2017,1/23/2017,Standard Class,RM-19375,OFF-PA-10001970,12.28,1,0.00,5.77
9389,US-2017-127292,1/19/2017,1/23/2017,Standard Class,RM-19375,OFF-AP-10000828,542.94,3,0.00,152.02
9390,US-2017-127292,1/19/2017,1/23/2017,Standard Class,RM-19375,OFF-EN-10001509,2.04,1,0.00,0.96
9391,CA-2015-163734,6/19/2015,6/24/2015,Standard Class,KM-16375,OFF-ST-10003692,228.92,5,0.20,14.31
9392,CA-2017-162474,3/13/2017,3/16/2017,First Class,FH-14275,TEC-PH-10004700,7.99,1,0.20,2.60
9393,CA-2015-130848,10/25/2015,10/25/2015,Same Day,DG-13300,FUR-CH-10000422,582.34,8,0.20,-29.12
9394,CA-2014-125997,9/20/2014,9/23/2014,First Class,MW-18220,TEC-PH-10003484,629.95,5,0.00,157.49
9395,CA-2014-125997,9/20/2014,9/23/2014,First Class,MW-18220,FUR-CH-10001394,631.78,2,0.10,140.40
9396,CA-2014-125997,9/20/2014,9/23/2014,First Class,MW-18220,FUR-BO-10002213,801.57,2,0.20,-10.02
9397,CA-2014-125997,9/20/2014,9/23/2014,First Class,MW-18220,OFF-LA-10002762,75.18,6,0.00,35.33
9398,CA-2014-125997,9/20/2014,9/23/2014,First Class,MW-18220,OFF-AP-10003842,30.98,1,0.00,8.05
9399,CA-2014-125997,9/20/2014,9/23/2014,First Class,MW-18220,TEC-PH-10003072,1349.91,9,0.00,661.46
9400,CA-2016-103128,11/11/2016,11/15/2016,Standard Class,SC-20845,OFF-AR-10003394,14.11,6,0.20,1.23
9401,CA-2015-167696,9/16/2015,9/21/2015,Standard Class,BD-11500,OFF-EN-10001539,31.12,4,0.00,14.63
9402,CA-2014-159814,6/24/2014,6/28/2014,Standard Class,LP-17080,FUR-FU-10001731,4.27,2,0.20,0.96
9403,CA-2016-105459,8/12/2016,8/17/2016,Second Class,NP-18700,FUR-TA-10001095,209.15,2,0.40,-66.23
9404,CA-2016-105459,8/12/2016,8/17/2016,Second Class,NP-18700,OFF-ST-10000078,1591.02,6,0.00,286.38
9405,CA-2017-141663,4/13/2017,4/17/2017,Standard Class,DP-13105,OFF-FA-10004076,7.92,5,0.20,1.68
9406,CA-2014-152618,3/14/2014,3/17/2014,First Class,RB-19465,TEC-MA-10003626,574.91,2,0.30,156.05
9407,CA-2014-152618,3/14/2014,3/17/2014,First Class,RB-19465,OFF-PA-10001215,8.45,2,0.20,2.64
9408,CA-2017-162789,9/22/2017,9/24/2017,Second Class,LC-17140,TEC-AC-10002842,1071.00,9,0.00,171.36
9409,CA-2017-162789,9/22/2017,9/24/2017,Second Class,LC-17140,FUR-FU-10004864,12.07,1,0.00,3.98
9410,US-2017-110149,12/10/2017,12/13/2017,First Class,WB-21850,OFF-BI-10000014,3.27,1,0.70,-2.51
9411,US-2017-110149,12/10/2017,12/13/2017,First Class,WB-21850,FUR-FU-10001475,87.92,5,0.20,15.39
9412,CA-2016-108959,3/10/2016,3/14/2016,Second Class,MH-17785,OFF-ST-10001272,104.70,1,0.20,6.54
9413,CA-2015-164777,1/27/2015,1/29/2015,First Class,SC-20305,FUR-CH-10002024,2803.92,5,0.20,0.00
9414,CA-2016-132017,9/26/2016,9/27/2016,First Class,MH-17620,OFF-BI-10004001,6.82,2,0.80,-11.59
9415,CA-2015-127824,10/18/2015,10/22/2015,Standard Class,JC-15775,TEC-PH-10004094,249.58,2,0.20,15.60
9416,CA-2015-127824,10/18/2015,10/22/2015,Standard Class,JC-15775,OFF-PA-10001184,17.94,3,0.00,8.79
9417,CA-2015-127824,10/18/2015,10/22/2015,Standard Class,JC-15775,FUR-FU-10002505,10.11,3,0.00,3.24
9418,CA-2014-148285,10/27/2014,11/1/2014,Standard Class,RD-19810,OFF-PA-10001166,10.37,2,0.20,3.63
9419,CA-2014-148285,10/27/2014,11/1/2014,Standard Class,RD-19810,OFF-PA-10000349,11.95,3,0.20,4.03
9420,CA-2017-152926,10/2/2017,10/4/2017,Second Class,SC-20695,OFF-AP-10004708,15.22,2,0.80,-38.82
9421,CA-2017-152926,10/2/2017,10/4/2017,Second Class,SC-20695,OFF-AP-10001947,21.98,6,0.80,-56.06
9422,CA-2014-145254,7/23/2014,7/27/2014,Standard Class,NC-18535,TEC-PH-10000441,604.75,6,0.20,60.48
9423,CA-2014-145254,7/23/2014,7/27/2014,Standard Class,NC-18535,OFF-SU-10004664,40.70,5,0.00,11.80
9424,CA-2014-145254,7/23/2014,7/27/2014,Standard Class,NC-18535,TEC-PH-10004531,302.38,3,0.20,37.80
9425,CA-2014-145254,7/23/2014,7/27/2014,Standard Class,NC-18535,TEC-AC-10002167,45.00,3,0.00,4.95
9426,CA-2014-116246,9/12/2014,9/17/2014,Second Class,LW-17215,FUR-CH-10002024,3785.29,6,0.10,420.59
9427,CA-2016-160479,9/15/2016,9/20/2016,Standard Class,AH-10585,OFF-AR-10002445,35.40,5,0.00,13.45
9428,CA-2014-167486,11/27/2014,12/1/2014,Standard Class,JO-15145,FUR-FU-10003268,199.90,5,0.00,39.98
9429,CA-2014-152100,5/11/2014,5/16/2014,Standard Class,VW-21775,FUR-CH-10000015,1212.96,8,0.30,-69.31
9430,CA-2015-166219,8/28/2015,9/1/2015,Standard Class,BP-11185,TEC-PH-10004165,1099.96,5,0.20,82.50
9431,CA-2015-166219,8/28/2015,9/1/2015,Standard Class,BP-11185,FUR-TA-10004607,103.48,1,0.30,-16.26
9432,CA-2015-111864,6/19/2015,6/19/2015,Same Day,PP-18955,OFF-LA-10004677,5.90,2,0.20,1.99
9433,CA-2015-119627,8/17/2015,8/23/2015,Standard Class,SC-20725,TEC-AC-10002217,30.08,2,0.20,-5.26
9434,CA-2015-119627,8/17/2015,8/23/2015,Standard Class,SC-20725,OFF-PA-10001937,36.29,7,0.20,12.70
9435,CA-2015-119627,8/17/2015,8/23/2015,Standard Class,SC-20725,OFF-AR-10000203,10.27,3,0.20,1.16
9436,CA-2015-119627,8/17/2015,8/23/2015,Standard Class,SC-20725,TEC-AC-10001142,252.80,4,0.20,-31.60
9437,CA-2015-160787,9/25/2015,9/25/2015,Same Day,BM-11785,OFF-BI-10003712,2.95,2,0.70,-2.06
9438,CA-2017-107853,5/26/2017,5/31/2017,Standard Class,CD-11920,OFF-PA-10000520,12.96,2,0.00,6.22
9439,CA-2017-126144,7/31/2017,8/5/2017,Standard Class,GM-14680,TEC-PH-10001079,285.58,4,0.40,-57.12
9440,US-2014-154655,10/12/2014,10/17/2014,Standard Class,BP-11050,OFF-SU-10000898,22.24,2,0.20,2.50
9441,CA-2014-100391,5/25/2014,5/29/2014,Standard Class,BW-11065,OFF-PA-10001471,14.62,2,0.00,6.73
9442,CA-2014-165477,12/29/2014,12/31/2014,Second Class,RE-19405,OFF-AP-10003281,48.36,5,0.20,6.05
9443,CA-2017-165904,4/7/2017,4/11/2017,Standard Class,HR-14770,OFF-AR-10003156,16.26,2,0.20,1.22
9444,CA-2017-165904,4/7/2017,4/11/2017,Standard Class,HR-14770,TEC-PH-10000576,219.18,2,0.20,19.18
9445,CA-2015-104052,3/1/2015,3/2/2015,First Class,TP-21565,TEC-PH-10003215,95.84,4,0.20,34.74
9446,CA-2015-168277,5/29/2015,6/3/2015,Standard Class,KB-16315,OFF-LA-10004484,12.39,3,0.00,5.70
9447,CA-2016-158617,9/22/2016,9/28/2016,Standard Class,AC-10660,OFF-PA-10002245,35.88,6,0.00,16.15
9448,CA-2017-136882,5/27/2017,6/3/2017,Standard Class,DN-13690,FUR-FU-10003664,477.30,5,0.00,138.42
9449,US-2016-148957,9/17/2016,9/23/2016,Standard Class,CC-12430,OFF-LA-10002195,12.32,4,0.00,5.91
9450,CA-2014-140032,9/8/2014,9/13/2014,Standard Class,TS-21340,OFF-BI-10000822,8.61,2,0.20,3.01
9451,CA-2017-145506,6/3/2017,6/7/2017,Standard Class,MO-17800,OFF-ST-10004963,136.26,9,0.00,5.45
9452,CA-2015-129546,9/28/2015,10/5/2015,Standard Class,RP-19855,OFF-AP-10002495,186.15,3,0.00,55.85
9453,CA-2015-129546,9/28/2015,10/5/2015,Standard Class,RP-19855,OFF-BI-10004001,81.79,6,0.20,26.58
9454,CA-2015-129546,9/28/2015,10/5/2015,Standard Class,RP-19855,OFF-SU-10004884,47.19,3,0.00,13.69
9455,CA-2015-129546,9/28/2015,10/5/2015,Standard Class,RP-19855,TEC-PH-10003555,36.78,2,0.20,-8.28
9456,CA-2016-140977,6/16/2016,6/19/2016,Second Class,JL-15175,TEC-MA-10003493,91.48,1,0.50,-1.83
9457,CA-2017-151855,5/27/2017,6/3/2017,Standard Class,BW-11110,TEC-AC-10002380,27.19,3,0.20,0.34
9458,CA-2017-151855,5/27/2017,6/3/2017,Standard Class,BW-11110,OFF-BI-10004209,12.06,5,0.70,-10.05
9459,CA-2014-138240,10/9/2014,10/14/2014,Standard Class,SJ-20500,OFF-AR-10002135,144.60,3,0.00,41.93
9460,CA-2014-138240,10/9/2014,10/14/2014,Standard Class,SJ-20500,TEC-PH-10002583,15.99,1,0.20,-3.00
9461,CA-2014-101833,11/17/2014,11/22/2014,Second Class,FG-14260,OFF-PA-10003591,34.44,3,0.00,17.22
9462,CA-2014-100867,10/19/2014,10/24/2014,Standard Class,EH-14125,TEC-PH-10004922,321.55,6,0.20,20.10
9463,US-2017-109610,11/25/2017,11/30/2017,Second Class,BS-11590,FUR-CH-10001854,701.96,2,0.00,168.47
9464,CA-2014-156545,2/27/2014,3/3/2014,First Class,JS-16030,OFF-AR-10003560,19.46,4,0.20,3.40
9465,CA-2014-109127,12/21/2014,12/25/2014,Standard Class,JC-15775,OFF-LA-10004409,17.28,6,0.00,7.95
9466,CA-2016-126858,11/19/2016,11/23/2016,Standard Class,JM-15265,FUR-FU-10000448,31.96,2,0.00,1.60
9467,CA-2017-102925,11/5/2017,11/10/2017,Second Class,CD-12280,OFF-BI-10002735,164.69,6,0.20,55.58
9468,CA-2017-102925,11/5/2017,11/10/2017,Second Class,CD-12280,FUR-TA-10003469,166.50,2,0.40,-66.60
9469,CA-2017-102925,11/5/2017,11/10/2017,Second Class,CD-12280,OFF-PA-10001870,12.96,2,0.00,6.22
9470,CA-2017-102925,11/5/2017,11/10/2017,Second Class,CD-12280,OFF-PA-10004071,110.96,2,0.00,53.26
9471,CA-2017-102925,11/5/2017,11/10/2017,Second Class,CD-12280,TEC-PH-10001448,99.98,2,0.00,4.00
9472,CA-2017-102925,11/5/2017,11/10/2017,Second Class,CD-12280,OFF-BI-10002706,11.42,1,0.20,3.71
9473,CA-2017-102925,11/5/2017,11/10/2017,Second Class,CD-12280,FUR-CH-10004875,128.12,2,0.10,24.20
9474,CA-2017-102925,11/5/2017,11/10/2017,Second Class,CD-12280,FUR-FU-10004245,101.40,5,0.00,38.53
9475,CA-2015-100818,5/31/2015,6/5/2015,Second Class,JM-15265,OFF-LA-10000443,5.90,2,0.20,1.99
9476,CA-2015-100818,5/31/2015,6/5/2015,Second Class,JM-15265,OFF-PA-10001125,173.49,7,0.20,54.22
9477,CA-2015-100818,5/31/2015,6/5/2015,Second Class,JM-15265,FUR-FU-10002703,51.56,2,0.60,-61.87
9478,CA-2015-100818,5/31/2015,6/5/2015,Second Class,JM-15265,OFF-BI-10004364,3.56,3,0.80,-6.24
9479,CA-2014-126193,9/7/2014,9/14/2014,Standard Class,SS-20410,OFF-FA-10000936,13.16,5,0.20,4.11
9480,CA-2014-126193,9/7/2014,9/14/2014,Standard Class,SS-20410,OFF-BI-10001249,3.83,3,0.80,-6.51
9481,CA-2014-126193,9/7/2014,9/14/2014,Standard Class,SS-20410,OFF-BI-10004632,304.99,5,0.80,-533.73
9482,CA-2017-150504,11/6/2017,11/12/2017,Standard Class,HG-14845,OFF-ST-10000615,18.16,2,0.20,1.82
9483,CA-2015-158351,6/20/2015,6/24/2015,Second Class,BC-11125,TEC-AC-10001838,319.98,2,0.20,92.00
9484,CA-2014-122679,7/22/2014,7/28/2014,Standard Class,AB-10255,OFF-AR-10004757,19.68,6,0.00,6.49
9485,CA-2016-164770,12/2/2016,12/4/2016,Second Class,MY-18295,FUR-BO-10003893,781.86,10,0.32,-137.98
9486,CA-2016-164770,12/2/2016,12/4/2016,Second Class,MY-18295,OFF-PA-10003893,30.82,9,0.20,9.63
9487,CA-2017-130505,10/12/2017,10/12/2017,Same Day,NF-18385,FUR-TA-10001932,673.34,3,0.30,-76.95
9488,US-2017-125213,12/11/2017,12/13/2017,First Class,NB-18655,OFF-FA-10001561,6.54,3,0.00,2.16
9489,CA-2015-156566,10/1/2015,10/4/2015,First Class,EM-13960,TEC-PH-10001817,572.80,2,0.20,50.12
9490,US-2016-102232,8/5/2016,8/11/2016,Standard Class,MF-17665,OFF-AR-10000538,197.05,7,0.00,59.12
9491,CA-2017-111738,1/3/2017,1/7/2017,Standard Class,CM-12385,OFF-BI-10004584,2022.27,8,0.20,682.52
9492,CA-2017-111738,1/3/2017,1/7/2017,Standard Class,CM-12385,OFF-AR-10000817,9.12,3,0.00,3.10
9493,CA-2017-163188,11/7/2017,11/7/2017,Same Day,EC-14050,OFF-BI-10000756,38.16,9,0.00,19.08
9494,CA-2016-105207,1/3/2016,1/8/2016,Standard Class,BO-11350,FUR-TA-10000617,1592.85,7,0.00,350.43
9495,CA-2016-105207,1/3/2016,1/8/2016,Standard Class,BO-11350,OFF-BI-10004364,11.88,2,0.00,5.35
9496,US-2016-123610,5/12/2016,5/16/2016,Standard Class,VM-21835,TEC-AC-10004518,120.00,6,0.00,46.80
9497,US-2016-123610,5/12/2016,5/16/2016,Standard Class,VM-21835,OFF-AP-10002222,8.67,1,0.00,2.34
9498,CA-2017-118213,11/5/2017,11/7/2017,First Class,AB-10060,OFF-PA-10002615,4.41,1,0.00,2.03
9499,CA-2017-118213,11/5/2017,11/7/2017,First Class,AB-10060,OFF-PA-10000565,167.94,3,0.00,82.29
9500,CA-2017-118213,11/5/2017,11/7/2017,First Class,AB-10060,OFF-PA-10003673,67.80,10,0.00,31.19
9501,CA-2016-149237,5/26/2016,5/30/2016,Standard Class,CM-12235,FUR-FU-10002088,26.94,3,0.00,11.31
9502,US-2015-158589,11/20/2015,11/24/2015,Standard Class,KW-16570,FUR-FU-10001546,32.04,3,0.00,8.01
9503,CA-2016-101329,4/22/2016,4/29/2016,Standard Class,MM-17920,OFF-AR-10000614,32.13,9,0.00,8.35
9504,CA-2016-101329,4/22/2016,4/29/2016,Standard Class,MM-17920,OFF-AR-10003190,2.88,1,0.00,0.81
9505,CA-2016-113607,10/14/2016,10/18/2016,Standard Class,PW-19030,TEC-PH-10004094,1091.93,7,0.00,272.98
9506,CA-2016-113607,10/14/2016,10/18/2016,Standard Class,PW-19030,OFF-PA-10001970,111.96,2,0.00,54.86
9507,CA-2014-149104,4/5/2014,4/7/2014,Second Class,RD-19900,OFF-AR-10002952,26.70,2,0.00,7.48
9508,CA-2014-149104,4/5/2014,4/7/2014,Second Class,RD-19900,OFF-BI-10004209,40.20,5,0.00,18.09
9509,CA-2014-149104,4/5/2014,4/7/2014,Second Class,RD-19900,OFF-AR-10004685,13.89,3,0.00,4.58
9510,CA-2014-149104,4/5/2014,4/7/2014,Second Class,RD-19900,OFF-ST-10000991,689.82,6,0.00,20.69
9511,CA-2016-105263,8/6/2016,8/11/2016,Standard Class,LM-17065,OFF-AR-10002399,38.34,9,0.00,15.72
9512,CA-2014-130575,12/14/2014,12/16/2014,First Class,CS-11845,OFF-BI-10002353,9.26,3,0.80,-13.90
9513,CA-2017-142461,5/30/2017,6/3/2017,Second Class,KT-16480,FUR-BO-10001811,204.67,1,0.32,-6.02
9514,CA-2016-125220,10/14/2016,10/19/2016,Standard Class,BE-11410,TEC-AC-10003033,1649.75,5,0.00,544.42
9515,CA-2014-100293,3/14/2014,3/18/2014,Standard Class,NF-18475,OFF-PA-10000176,91.06,6,0.20,31.87
9516,CA-2014-154165,2/17/2014,2/24/2014,Standard Class,DL-13315,OFF-AR-10003631,54.21,14,0.20,8.81
9517,CA-2015-123939,8/24/2015,8/26/2015,Second Class,MS-17710,TEC-PH-10000923,26.98,3,0.40,4.05
9518,CA-2015-123939,8/24/2015,8/26/2015,Second Class,MS-17710,OFF-LA-10003190,6.91,3,0.20,2.51
9519,CA-2015-123939,8/24/2015,8/26/2015,Second Class,MS-17710,OFF-ST-10003208,435.50,3,0.20,48.99
9520,US-2017-104451,5/8/2017,5/12/2017,Second Class,MM-18055,OFF-AP-10000692,81.08,4,0.00,22.70
9521,CA-2016-101189,2/4/2016,2/9/2016,Standard Class,JB-15400,OFF-ST-10004180,93.02,2,0.00,3.72
9522,CA-2014-169446,12/19/2014,12/25/2014,Standard Class,SG-20605,TEC-PH-10002817,323.98,3,0.20,36.45
9523,CA-2014-169446,12/19/2014,12/25/2014,Standard Class,SG-20605,OFF-PA-10000295,15.55,3,0.20,5.44
