"Data Source","World Development Indicators",

"Last Updated Date","2021-03-19",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Canada","CAN","GDP (current US$)","NY.GDP.MKTP.CD","40461721692.6468","40934952063.9468","42227447631.9159","45029988561.2124","49377522896.703","54515179580.7148","61088384036.6515","65668655501.1254","71829810519.8955","79148411661.6902","87896095320.1263","99271961774.6088","113082820486.918","131321858814.119","160408697341.513","173834029689.343","206575564908.722","211612157028.679","218632867537.477","243072102612.259","273853826548.067","306214863624.99","313506525087.136","340547711781.889","355372558103.621","364756499450.751","377437927311.983","431316742081.448","507354351182.254","565055743243.243","593929550908.468","610328183643.188","592387689252.916","577170761956.438","578139279437.61","604031623433.401","628546387972.131","652823920265.781","631813279406.808","676084000807.7","742295468318.632","736379777892.562","757950678646.53","892382413817.715","1023196771714.07","1169357979864.66","1315415197461.21","1464977190205.75","1549131208997.19","1371153004986.44","1613464422811.13","1788647906047.76","1828689329348.99","1847208522155.34","1803533209844.65","1556129524418.21","1528243213982.08","1649878054226.82","1716262621082.22","1736425629519.96","",
"Central Europe and the Baltics","CEB","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","262824456623.165","243585755151.235","259648696508.519","273158442454.314","309399009447.811","393161689766.43","415881598033.9","409852129520.591","448554364636.598","434738468962.56","428026479180.405","468573139250.95","527957538526.194","633714239797.637","762523255165.605","886114592647.931","1002191724643.5","1265850852286.09","1531496010447.76","1289523277830.25","1316611736575.83","1449107473075.26","1352688633437.44","1422193604145.12","1464899669967.39","1292086768710.81","1320631381338.53","1463498188698.06","1644435698536.64","1668851928931.89","",
"Switzerland","CHE","GDP (current US$)","NY.GDP.MKTP.CD","9522746719.21614","10712712465.0522","11879982758.5619","13063643795.7884","14480556571.5476","15346741669.7575","16480058704.8531","17740013179.26","18942729779.1","20524886616.4789","24274075005.7169","29170150947.0476","35777236928.2329","48114943440.3438","55449199140.7378","63570059272.4596","66493313730.1968","71017619305.1799","99318234340.0447","111640341011.608","119008334427.403","108993981264.637","111711489927.597","111314328521.747","106285277269.439","107766112083.35","154482373116.905","193466104479.614","209298156905.624","202078704077.266","258066552692.197","261113787308.229","271814367088.608","264353008256.632","292646657892.813","342617007188.161","330091688511.327","286519135258.044","295045151745.068","289912492344.561","272055499763.145","278631271628.348","301416809957.654","352914820672.756","394163688781.665","408689354320.591","430921192375.179","479913033988.67","554363487212.63","541506500321.662","583782978345.834","699579638413.011","668043613696.287","688504173431.454","709182559935.301","679832292004.984","671309197478.183","679950481622.843","705140620046.7","703082435158.864","",
"Channel Islands","CHI","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5945677376.61477","6262740656.85164","6439703434.71024","6232906290.4851","6663669064.7482","7332244897.95918","8553643354.08275","8827272727.27273","9676172953.08188","11514605842.3369","","","","","","","","","","","","","",
"Chile","CHL","GDP (current US$)","NY.GDP.MKTP.CD","4110000000","4609727272.72727","5416272727.27273","5668187500","5982347826.08696","6026593750","7072641025.64103","7013196078.43137","7167086956.52174","8377093023.25581","9126309734.51328","10884114754.0984","11853817307.6923","16836261173.1844","16210404183.5358","7622217352.34216","10341925249.0421","13962893421.5413","15989933708.1491","21803696985.2349","29036709871.7949","34509878043.5897","25325893205.657","20355959237.2128","19622527479.6913","17702885393.5099","18891048818.7425","22255407684.6999","26040229793.0697","29885685142.9107","33113887817.9731","37834793730.3133","45964327558.8836","49297773130.1185","57008425295.8256","73447063319.3034","78039572221.6024","84952360922.4679","81577430181.4074","75173794497.0321","77860932151.8471","70979923960.3742","69736811435.1032","75643459839.6008","99210392857.6116","122964812046.073","154788024805.808","173605968179.255","179638496278.574","172389498444.62","218537551220.071","252251992029.442","267122320056.702","278384345259.377","260541629960.664","243919085308.936","250440136356.127","277044950259.009","298258019275.049","282318159744.65","",
"China","CHN","GDP (current US$)","NY.GDP.MKTP.CD","59716467625.3148","50056868957.6732","47209359005.6057","50706799902.5104","59708343488.5043","70436266146.7219","76720285969.6157","72881631326.6715","70846535055.6503","79705906247.4612","92602973434.0726","99800958648.1436","113687586299.051","138544284708.957","144182133387.722","163431551779.761","153940455341.506","174938098826.569","149540752829.268","178280594413.043","191149211575","195866382432.54","205089699858.779","230686747153.257","259946510957.143","309488028132.653","300758100107.246","272972974764.574","312353631207.819","347768051311.741","360857912565.966","383373318083.624","426915712711.146","444731282436.762","564324670005.917","734547898220.508","863746717503.789","961603952951.82","1029043097554.08","1093997267271.06","1211346869605.24","1339395718865.3","1470550015081.55","1660287965662.68","1955347004963.27","2285965892360.54","2752131773355.16","3550342737010.84","4594307032660.79","5101703073086.04","6087163874512.21","7551500124203.36","8532229986993.65","9570406235659.64","10475682920594.5","11061553079876.4","11233276536737.2","12310409370892.8","13894817549374.2","14279937467431","",
"Cote d'Ivoire","CIV","GDP (current US$)","NY.GDP.MKTP.CD","546203561.571989","618245639.221382","645284344.684118","761047045.830402","921063266.445521","919771356.426097","1024103034.29198","1082922892.15202","1281281245.67032","1361360157.26999","1455482990.24143","1584128262.08933","1849400599.77558","2508421234.8557","3070151901.06383","3893839190.26806","4662053707.7763","6265067857.86534","7900524897.8644","9142935857.94766","10175615441.8127","8432588483.85263","7567109766.61129","6838185418.53642","6841638714.5454","6977650069.33578","9158302205.36237","10087653189.3287","10255170459.986","9757410614.0812","10795850106.9547","10492628915.4927","11152971316.074","11045759468.9412","8313557450.25213","11000146839.497","12139234938.7863","11722142706.1278","12612033728.8572","12376639822.9265","10717022462.6859","11202353584.6713","12405208665.4831","15340993079.1206","16584164236.2204","17091723906.153","17816714954.2442","20370544322.3074","24322959641.2556","24375209177.9302","24908781285.4756","25414875503.0784","26789047554.5988","31273074527.6975","35363533865.7271","45814637971.4745","47964234560.0514","51588158717.5348","58011466450.8643","58539424929.7248","",
"Cameroon","CMR","GDP (current US$)","NY.GDP.MKTP.CD","618740988.011405","657597382.759152","699373701.217138","723624365.288138","782384527.813649","814139855.756458","853268771.097081","934079050.346173","1053077155.17925","1152418514.82616","1160002260.94729","1233991075.11626","1430951331.85034","1758727395.18703","2255496995.49378","2752771043.88609","3076592431.27204","3366368664.59706","4409920643.6422","5811444660.65752","6740756568.91566","7636345827.34308","7322914570.15588","7381854746.91629","7801858825.18416","8148223603.58398","10621158532.5193","12302471429.4318","12493286761.7341","11140055364.1502","11151578050.7356","12434370004.9586","11396310990.2197","15498179313.0425","10600157683.8412","9643953174.77349","10513387441.6194","10833497457.5123","10612847429.35","11198378749.4719","10083937740.0624","10371327756.4548","11579343088.1613","14548845764.5325","17430933517.2998","17944084201.4901","19356046327.8995","22365265025.66","26409781215.1844","26017925551.8426","26169323292.5278","29375448542.4466","29102772799.0038","32357345500.9885","34989493826.2179","30928653813.8538","32643697595.8378","35009262788.15","38694156862.9922","39007354359.2798","",
"Congo, Dem. Rep.","COD","GDP (current US$)","NY.GDP.MKTP.CD","3359404117.64706","3086746857.14286","3779841428.57143","6213185742.57426","2881545272.72727","4043901818.18182","4532660181.81818","3384063371.75792","3909780538.92216","5032434970.05988","4877684910.17964","5594770359.28144","6173712814.37126","7870239461.07784","9596960179.64072","10237343173.6527","9648583224.99212","12344424763.5727","15372608002.3923","15068422236.3663","14394927494.8647","12537821038.2202","13651667371.1676","11006712650.4481","7857729193.20343","7195042616.0071","8095367168.21769","7661625472.57705","8861299976.74158","9021862775.25978","9349764580.36998","9625436872.51075","8227343907.26679","10706259936.7425","5820382248.28202","5643439376.10491","5771454939.62404","6090840548.18784","6215591269.89747","4711259427.27273","19088046305.7971","7438189100.33333","8728038525.14034","8937567059.87754","10297483481.223","11964484667.9102","14451902467.9315","16737071816.38","19788515873.8942","18648373312.4241","21565720044.4634","25839749198.8233","29306235826.3885","32679745297.6453","35909040265.9328","37917704900.0794","37134799974.5225","38019265625.8845","46831342212.5473","50400746171.4239","",
"Congo, Rep.","COG","GDP (current US$)","NY.GDP.MKTP.CD","131731862.568975","151675739.160603","166521239.86331","172233430.871484","185693724.845363","198318063.860841","220613582.369866","237397428.336411","251247458.012139","265040036.059152","274960699.858595","322128019.323599","410669262.898009","541973362.481063","585364635.354804","767102679.01869","754549600.548052","765224030.636477","878771771.290883","1198749665.95053","1705796849.54659","1993512325.92306","2160640566.53953","2097274289.61527","2193581366.40726","2160872541.4189","1849268214.68181","2297753649.27962","2212536313.33476","2389593021.94868","2798746050.58228","2724853592.73382","2933222714.11506","1918970032.40865","1769365425.04053","2116003977.97529","2540697688.05698","2322718991.26458","1949481296.60762","2353909563.94122","3219910550.39332","2796704577.3082","3034251042.07329","3503723244.83607","4656975222.72243","6650001213.82609","8072305415.35484","8782703766.99342","11649858744.3946","9723300390.77733","13148395201.8041","15655384440.3994","17692912613.1633","17958721571.7526","17783526317.8894","11953249529.737","10335424288.4306","11198674674.3816","13518403446.9566","12267392146.5888","",
"Colombia","COL","GDP (current US$)","NY.GDP.MKTP.CD","4031152976.63904","4540447761.19403","4955543963.36869","4836166666.66667","5973366666.66667","5760761904.7619","5428518518.51852","5825170438.48704","5960212869.12968","6450175213.74923","7198360460.19887","7820380970.53674","8671358732.68486","10315760000.3394","12370029583.6419","13098633901.8673","15341403660.4698","19470960619.1297","23263511958.0509","27940411250.2732","33400735644.0481","36388366869.0309","38968039721.748","38729822781.5997","38253120737.9671","34894411351.983","34942489683.9712","36373307085.0887","39212550050.4223","39540080200.3938","47844090709.9908","49175565911.0655","58418985443.3172","66446804802.5747","81703500846.0364","92507279383.0387","97160109277.8087","106659508271.255","98443739941.1664","86186158684.7685","99886577330.7271","98211749595.5442","97963003804.7851","94641378693.223","117081522349.677","145619191582.061","161618581266.316","206181826825.28","242186950900.775","232397835678.336","286563105192.456","334943871931.745","370921320483.841","382116126448.555","381112119657.445","293481748240.779","282825009887.458","311883730690.129","333568923004.469","323615979418.651","",
"Comoros","COM","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","212218226.429847","196349967.670007","184008995.643686","191621958.375365","184697209.997414","196726077.061972","279197696.814639","337525870.616968","356500026.691673","341476764.044268","429622147.743446","424108796.562976","457388578.924144","452881443.084162","319189200.353123","398461789.558686","396053797.633321","364445589.702365","370106776.043329","382454989.945311","350264287.687331","378512003.405071","425964697.418664","546885184.990174","633706149.25026","653845122.872074","698431827.740958","795673128.485442","915659192.825112","905341090.570115","907978723.547592","1023086183.79822","1015843368.79008","1116224161.07781","1149587651.69395","966029542.038859","1012835518.26037","1077439662.5798","1178530757.72328","1165839927.06327","",
